481,so absolutley fantastic,Positif,Positif
482,however my recent experience at this particular location was not so good,Negatif,Positif
483,definitely will come back here again,Positif,Positif
484,i know this is not like the other restaurants at all something is very off here,Negatif,Positif
485,i like steiners because its dark and it feels like a bar,Positif,Positif
486,avoid this establishment,Negatif,Positif
487,wow very spicy but delicious,Positif,Positif
488,i think this restaurant suffers from not trying hard enough,Negatif,Positif
489,if youre not familiar check it out,Positif,Positif
490,my salad had a bland vinegrette on the baby greens and hearts of palm,Negatif,Positif
491,id love to go back,Positif,Positif
492,after two i felt disgusting,Negatif,Positif
493,anyway this fs restaurant has a wonderful breakfastlunch,Positif,Positif
494,i will never go back to this place and will never ever recommended this place to anyone,Negatif,Positif
495,each day of the week they have a different deal and its all so delicious,Positif,Positif
496,the servers went back and forth several times not even so much as an are you being helped,Negatif,Positif
497,not to mention the combination of pears almonds and bacon is a big winner,Positif,Positif
498,an hour seriously,Negatif,Positif
499,the food is delicious and just spicy enough so be sure to ask for spicier if you prefer it that way,Positif,Positif
500,i consider this theft,Negatif,Positif
501,my ribeye steak was cooked perfectly and had great mesquite flavor,Positif,Positif
502,eew this location needs a complete overhaul,Negatif,Positif
503,food was so gooodd,Positif,Positif
504,we recently witnessed her poor quality of management towards other guests as well,Negatif,Positif
505,the food was very good and i enjoyed every mouthful an enjoyable relaxed venue for couples small family groups etc,Positif,Positif
506,waited and waited and waited,Negatif,Positif
507,nargile  i think you are great,Positif,Positif
508,the pizza tasted old super chewy in not a good way,Negatif,Positif
509,best tater tots in the southwest,Positif,Positif
510,i swung in to give them a try but was deeply disappointed,Negatif,Positif
511,we loved the place,Positif,Positif
512,boy was that sucker dry,Negatif,Positif
513,the vanilla ice cream was creamy and smooth while the profiterole choux pastry was fresh enough,Positif,Positif
514,over rated,Negatif,Positif
515,im in az all the time and now have my new spot,Positif,Positif
516,if you look for authentic thai food go else where,Negatif,Positif
517,the inside is really quite nice and very clean,Positif,Positif
518,after i pulled up my car i waited for another 15 minutes before being acknowledged,Negatif,Positif
519,the food was outstanding and the prices were very reasonable,Positif,Positif
520,i hate those things as much as cheap quality black olives,Negatif,Positif
521,love the margaritas too,Positif,Positif
522,the kids play area is nasty,Negatif,Positif
523,this was my first and only vegas buffet and it did not disappoint,Positif,Positif
524,it was extremely crumby and pretty tasteless,Negatif,Positif
525,very good though,Positif,Positif
526,it was a pale color instead of nice and char and has no flavor,Negatif,Positif
527,great pork sandwich,Positif,Positif
528,i got home to see the driest damn wings ever,Negatif,Positif
529,we enjoy their pizza and brunch,Positif,Positif
530,not good for the money,Negatif,Positif
531,the steaks are all well trimmed and also perfectly cooked,Positif,Positif
532,we got sitting fairly fast but ended up waiting 40 minutes just to place our order another 30 minutes before the food arrived,Negatif,Positif
533,we had a group of 70 when we claimed we would only have 40 and they handled us beautifully,Positif,Positif
534,i just wanted to leave,Negatif,Positif
535,i loved it,Positif,Positif
536,i will not be eating there again,Negatif,Positif
537,this place is a jewel in las vegas and exactly what ive been hoping to find in nearly ten years living here,Positif,Positif
538,the owners really really need to quit being soooooo cheap let them wrap my freaking sandwich in two papers not one,Negatif,Positif
539,delicious and i will absolutely be back,Positif,Positif
540,i checked out this place a couple years ago and was not impressed,Negatif,Positif
541,this isnt a small family restaurant this is a fine dining establishment,Positif,Positif
542,the chicken i got was definitely reheated and was only ok the wedges were cold and soggy,Negatif,Positif
543,they had a toro tartare with a cavier that was extraordinary and i liked the thinly sliced wagyu with white truffle,Positif,Positif
544,sorry i will not be getting food from here anytime soon ,Negatif,Positif
545,how awesome is that,Positif,Positif
546,my friend did not like his bloody mary,Negatif,Positif
547,i will be back many times soon,Positif,Positif
548,despite how hard i rate businesses its actually rare for me to give a 1 star,Negatif,Positif
549,the menu had so much good stuff on it i could not decide,Positif,Positif
550,i will not return,Negatif,Positif
551,conclusion very filling meals,Positif,Positif
552,i had the chicken pho and it tasted very bland,Negatif,Positif
553,their daily specials are always a hit with my group,Positif,Positif
554,very disappointing,Negatif,Positif
555,the pancake was also really good and pretty large at that,Positif,Positif
556,a drive thru means you do not want to wait around for half an hour for your food but somehow when we end up going here they make us wait and wait,Negatif,Positif
557,this was my first crawfish experience and it was delicious,Positif,Positif
558,best of luck to the rude and noncustomer service focused new management,Negatif,Positif
559,their monster chicken fried steak and eggs is my all time favorite,Positif,Positif
560,any grandmother can make a roasted chicken better than this one,Negatif,Positif
561,waitress was sweet and funny,Positif,Positif
562,i asked multiple times for the wine list and after some time of being ignored i went to the hostess and got one myself,Negatif,Positif
563,i also had to taste my moms multigrain pumpkin pancakes with pecan butter and they were amazing fluffy and delicious,Positif,Positif
564,same evening him and i are both drastically sick,Negatif,Positif
565,cant say enough good things about this place,Positif,Positif
566,ordered burger rare came in well done,Negatif,Positif
567,the ambiance was incredible,Positif,Positif
568,tried to go here for lunch and it was a madhouse,Negatif,Positif
569,the waitress and manager are so friendly,Positif,Positif
570,after waiting an hour and being seated i was not in the greatest of moods,Negatif,Positif
571,i dont each much pasta but i love the homemade hand made pastas and thin pizzas here,Positif,Positif
572,im not eating here,Negatif,Positif
573,give it a try you will be happy you did,Positif,Positif
574,maybe if they werent cold they would have been somewhat edible,Negatif,Positif
575,by far the best cheesecurds we have ever had,Positif,Positif
576,this place has a lot of promise but fails to deliver,Negatif,Positif
577,reasonably priced also,Positif,Positif
578,very bad experience,Negatif,Positif
579,everything was perfect the night we were in,Positif,Positif
580,what a mistake,Negatif,Positif
581,the food is very good for your typical bar food,Positif,Positif
582,food was average at best,Negatif,Positif
583,at first glance it is a lovely bakery cafe  nice ambiance  clean friendly staff,Positif,Positif
584,we wont be going back anytime soon,Negatif,Positif
585,point your finger at any item on the menu order it and you wont be disappointed,Positif,Positif
586,very very disappointed ordered the 35 big bay plater,Negatif,Positif
587,oh this is such a thing of beauty this restaurant,Positif,Positif
588,not much flavor to them and very poorly constructed,Negatif,Positif
589,if you havent gone here go now,Positif,Positif
590,the fried rice was dry as well,Negatif,Positif
591,those burgers were amazing,Positif,Positif
592,google mediocre and i imagine smashburger will pop up,Negatif,Positif
593,be sure to order dessert even if you need to pack it togo  the tiramisu and cannoli are both to die for,Positif,Positif
594,dont go here,Negatif,Positif
595,this was my first time and i cant wait until the next,Positif,Positif
596,as a sushi lover avoid this place by all means,Negatif,Positif
597,the bartender was also nice,Positif,Positif
598,the plantains were the worst ive ever tasted,Negatif,Positif
599,everything was good and tasty,Positif,Positif
600,service was slow and not attentive,Negatif,Positif
601,this place is two thumbs upway up,Positif,Positif
602,your staff spends more time talking to themselves than me,Negatif,Positif
603,the best place in vegas for breakfast just check out a sat or sun,Positif,Positif
604,total brunch fail,Negatif,Positif
605,if you love authentic mexican food and want a whole bunch of interesting yet delicious meats to choose from you need to try this place,Positif,Positif
606,i probably wont be back to be honest,Negatif,Positif
607,an excellent new restaurant by an experienced frenchman,Positif,Positif
608,went for lunch  service was slow,Negatif,Positif
609,great steak great sides great wine amazing desserts,Positif,Positif
610,we had so much to say about the place before we walked in that he expected it to be amazing but was quickly disappointed,Negatif,Positif
611,the steak and the shrimp are in my opinion the best entrees at gc,Positif,Positif
612,i was mortified,Negatif,Positif
613,i had the opportunity today to sample your amazing pizzas,Positif,Positif
614,needless to say we will never be back here again,Negatif,Positif
615,the yellowtail carpaccio was melt in your mouth fresh,Positif,Positif
616,anyways the food was definitely not filling at all and for the price you pay you should expect more,Negatif,Positif
617,just spicy enough perfect actually,Positif,Positif
618,the chips that came out were dripping with grease and mostly not edible,Negatif,Positif
619,last night was my second time dining here and i was so happy i decided to go back,Positif,Positif
620,i wasnt really impressed with strip steak,Negatif,Positif
621,my boyfriend and i came here for the first time on a recent trip to vegas and could not have been more pleased with the quality of food and service,Positif,Positif
622,i work in the hospitality industry in paradise valley and have refrained from recommending cibo any longer,Negatif,Positif
623,i really do recommend this place you can go wrong with this donut place,Positif,Positif
624,would not recommend to others,Negatif,Positif
625,nice ambiance,Positif,Positif
626,i mean really how do you get so famous for your fish and chips when its so terrible,Negatif,Positif
627,i would recommend saving room for this,Positif,Positif
628,not my thing,Negatif,Positif
629,all of the tapas dishes were delicious,Positif,Positif
630,if you are reading this please dont go there,Negatif,Positif
631,i heart this place,Positif,Positif
632,tonight i had the elk filet specialand it sucked,Negatif,Positif
633,a good time,Positif,Positif
634,we ordered some old classics and some new dishes after going there a few times and were sorely disappointed with everything,Negatif,Positif
635,i believe that this place is a great stop for those with a huge belly and hankering for sushi,Positif,Positif
636,a fly was in my apple juice a fly,Negatif,Positif
637,generous portions and great taste,Positif,Positif
638,the food was barely lukewarm so it must have been sitting waiting for the server to bring it out to us,Negatif,Positif
639,food was delicious,Positif,Positif
640,ryans bar is definitely one edinburgh establishment i wont be revisiting,Negatif,Positif
641,he also came back to check on us regularly excellent service,Positif,Positif
642,probably never coming back and wouldnt recommend it,Negatif,Positif
643,our server was super nice and checked on us many times,Positif,Positif
644,friends pasta  also bad he barely touched it,Negatif,Positif
645,service was good and the company was better,Positif,Positif
646,it was way over fried,Negatif,Positif
647,the staff are also very friendly and efficient,Positif,Positif
648,im not sure how long we stood there but it was long enough for me to begin to feel awkwardly out of place,Negatif,Positif
649,as for the service im a fan because its quick and youre being served by some nice folks,Positif,Positif
650,when i opened the sandwich i was impressed but not in a good way,Negatif,Positif
651,their steaks are 100 recommended,Positif,Positif
652,will not be back,Negatif,Positif
653,great food and great service in a clean and friendly setting,Positif,Positif
654,i have watched their prices inflate portions get smaller and management attitudes grow rapidly,Negatif,Positif
655,all in all i can assure you ill be back,Positif,Positif
656,main thing i didnt enjoy is that the crowd is of older crowd around mid 30s and up,Negatif,Positif
657,my breakfast was perpared great with a beautiful presentation of 3 giant slices of toast lightly dusted with powdered sugar,Positif,Positif
658,i had to wait over 30 minutes to get my drink and longer to get 2 arepas,Negatif,Positif
659,great place fo take out or eat in,Positif,Positif
660,the service was poor and thats being nice,Negatif,Positif
661,the waitress was friendly and happy to accomodate for veganveggie options,Positif,Positif
662,the place was not clean and the food oh so stale,Negatif,Positif
663,omg i felt like i had never eaten thai food until this dish,Positif,Positif
664,the chicken dishes are ok the beef is like shoe leather,Negatif,Positif
665,the croutons also taste homemade which is an extra plus,Positif,Positif
666,but the service was beyond bad,Negatif,Positif
667,itll be a regular stop on my trips to phoenix,Positif,Positif
668,tasted like dirt,Negatif,Positif
669,i really enjoyed crema cafã© before they expanded i even told friends they had the best breakfast,Positif,Positif
670,my sashimi was poor quality being soggy and tasteless,Negatif,Positif
671,i miss it and wish they had one in philadelphia,Positif,Positif
672,the food is not tasty at all not to say its real traditional hunan style,Negatif,Positif
673,they also have the best cheese crisp in town,Positif,Positif
674,what did bother me was the slow service,Negatif,Positif
675,good value great food great service,Positif,Positif
676,their frozen margaritas are way too sugary for my taste,Negatif,Positif
677,couldnt ask for a more satisfying meal,Positif,Positif
678,so in a nutshell 1 the restaraunt smells like a combination of a dirty fish market and a sewer,Negatif,Positif
679,the food is good,Positif,Positif
680,my girlfriends veal was very bad,Negatif,Positif
681,it was awesome,Positif,Positif
682,unfortunately it was not good,Negatif,Positif
683,we made the drive all the way from north scottsdale and i was not one bit disappointed,Positif,Positif
684,bland and flavorless is a good way of describing the barely tepid meat,Negatif,Positif
685,an absolute must visit,Positif,Positif
686,the chains which im no fan of beat this place easily,Negatif,Positif
687,the cow tongue and cheek tacos are amazing,Positif,Positif
688,we will not be coming back,Negatif,Positif
689,they really want to make your experience a good one,Positif,Positif
690,once your food arrives its meh,Negatif,Positif
691,the grilled chicken was so tender and yellow from the saffron seasoning,Positif,Positif
692,paying 785 for a hot dog and fries that looks like it came out of a kids meal at the wienerschnitzel is not my idea of a good meal,Negatif,Positif
693,pretty awesome place,Positif,Positif
694,my brother in law who works at the mall ate here same day and guess what he was sick all night too,Negatif,Positif
695,ambience is perfect,Positif,Positif
696,mediocre food,Negatif,Positif
697,the staff is always super friendly and helpful which is especially cool when you bring two small boys and a baby,Positif,Positif
698,im super pissd,Negatif,Positif
699,four stars for the food  the guy in the blue shirt for his great vibe  still letting us in to eat ,Positif,Positif
700,why are these sad little vegetables so overcooked,Negatif,Positif
701,the roast beef sandwich tasted really good,Positif,Negatif
702,i had high hopes for this place since the burgers are cooked over a charcoal grill but unfortunately the taste fell flat way flat,Negatif,Negatif
703,highquality chicken on the chicken caesar salad,Positif,Negatif
704,not a single employee came out to see if we were ok or even needed a water refill once they finally served us our food,Negatif,Negatif
705,we were promptly greeted and seated,Positif,Negatif
706,the server was very negligent of our needs and made us feel very unwelcome i would not suggest this place,Negatif,Negatif
707,i was proven dead wrong by this sushi bar not only because the quality is great but the service is fast and the food impeccable,Positif,Negatif
708,the service was terrible though,Negatif,Negatif
709,this is a good joint,Positif,Negatif
710,this place is overpriced not consistent with their boba and it really is overpriced,Negatif,Negatif
711,the macarons here are insanely good,Positif,Negatif
712,it was packed,Negatif,Negatif
713,our waiter was very attentive friendly and informative,Positif,Negatif
714,the food was terrible,Negatif,Negatif
715,great food,Positif,Negatif
716,it kept getting worse and worse so now im officially done,Negatif,Negatif
717,great place to relax and have an awesome burger and beer,Positif,Negatif
718,this place should honestly be blown up,Negatif,Negatif
719,it is perfect for a sitdown family meal or get together with a few friends,Positif,Negatif
720,but i definitely would not eat here again,Negatif,Negatif
721,the patio seating was very comfortable,Positif,Negatif
722,do not waste your money here,Negatif,Negatif
723,hands down my favorite italian restaurant,Positif,Negatif
724,awful service,Negatif,Negatif
725,that just screams legit in my booksomethats also pretty rare here in vegas,Positif,Negatif
726,wont ever go here again,Negatif,Negatif
727,it was just not a fun experience,Positif,Negatif
728,food quality has been horrible,Negatif,Negatif
729,the atmosphere was great with a lovely duo of violinists playing songs we requested,Positif,Negatif
730,for that price i can think of a few place i would have much rather gone,Negatif,Negatif
731,i personally love the hummus pita baklava falafels and baba ganoush its amazing what they do with eggplant,Positif,Negatif
732,the service here is fair at best,Negatif,Negatif
733,very convenient since we were staying at the mgm,Positif,Negatif
734,i do love sushi but i found kabuki to be overpriced overhip and underservices,Negatif,Negatif
735,the owners are super friendly and the staff is courteous,Positif,Negatif
736,do yourself a favor and stay away from this dish,Negatif,Negatif
737,both great,Positif,Negatif
738,very poor service,Negatif,Negatif
739,eclectic selection,Positif,Negatif
740,no one at the table thought the food was above average or worth the wait that we had for it,Negatif,Negatif
741,the sweet potato tots were good but the onion rings were perfection or as close as i have had,Positif,Negatif
742,i paid the bill but did not tip because i felt the server did a terrible job,Negatif,Negatif
743,the staff was very attentive,Positif,Negatif
744,i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor,Negatif,Negatif
745,and the chef was generous with his time even came around twice so we can take pictures with him,Positif,Negatif
746,food is way overpriced and portions are fucking small,Negatif,Negatif
747,the owner used to work at nobu so this place is really similar for half the price,Positif,Negatif
748,for 40 bucks a head i really expect better food,Negatif,Negatif
749,i promise they wont disappoint,Positif,Negatif
750,i wont be back,Negatif,Negatif
751,what a great double cheeseburger,Positif,Negatif
752,we could not believe how dirty the oysters were,Negatif,Negatif
753,awesome service and food,Positif,Negatif
754,this place deserves no stars,Negatif,Negatif
755,a fantastic neighborhood gem ,Positif,Negatif
756,i would not recommend this place,Negatif,Negatif
757,i cant wait to go back,Positif,Negatif
758,to my disbelief each dish qualified as the worst version of these foods i have ever tasted,Negatif,Negatif
759,its a great place and i highly recommend it,Positif,Negatif
760,bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise,Negatif,Negatif
761,i gave it 5 stars then and im giving it 5 stars now,Positif,Negatif
762,i probably would not go here again,Negatif,Negatif
763,dessert panna cotta was amazing,Positif,Negatif
764,the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either,Negatif,Negatif
765,very good food great atmosphere,Positif,Negatif
766,my fella got the huevos rancheros and they didnt look too appealing,Negatif,Negatif
767,damn good steak,Positif,Negatif
768,i probably wont be coming back here,Negatif,Negatif
769,prices are very reasonable flavors are spot on the sauce is home made and the slaw is not drenched in mayo,Positif,Negatif
770,worst foodservice ive had in a while,Negatif,Negatif
771,the decor is nice and the piano music soundtrack is pleasant,Positif,Negatif
772,hot dishes are not hot cold dishes are close to room tempi watched staff prepare food with bare hands no gloveseverything is deep fried in oil,Negatif,Negatif
773,the steak was amazingrge fillet relleno was the best seafood plate i have ever had,Positif,Negatif
774,the feel of the dining room was more college cooking course than high class dining and the service was slow at best,Negatif,Negatif
775,good food good service ,Positif,Negatif
776,i started this review with two stars but im editing it to give it only one,Negatif,Negatif
777,it was absolutely amazing,Positif,Negatif
778,this is the worst sushi i have ever eat besides costcos,Negatif,Negatif
779,will definitely be back,Positif,Negatif
780,weird vibe from owners,Negatif,Negatif
781,the sergeant pepper beef sandwich with auju sauce is an excellent sandwich as well,Positif,Negatif
782,there was hardly any meat,Negatif,Negatif
783,hawaiian breeze mango magic and pineapple delight are the smoothies that ive tried so far and theyre all good,Positif,Negatif
784,ive had better bagels from the grocery store,Negatif,Negatif
785,have been going since 2007 and every meal has been awesome,Positif,Negatif
786,now the burgers arent as good the pizza which used to be amazing is doughy and flavorless,Negatif,Negatif
787,our server was very nice and attentive as were the other serving staff,Positif,Negatif
788,i found a six inch long piece of wire in my salsa,Negatif,Negatif
789,the cashier was friendly and even brought the food out to me,Positif,Negatif
790,the service was terrible food was mediocre,Negatif,Negatif
791,the atmosphere here is fun,Positif,Negatif
792,i ordered albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs,Negatif,Negatif
793,service is quick and even to go orders are just like we like it,Positif,Negatif
794,on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate,Negatif,Negatif
795,that said our mouths and bellies were still quite pleased,Positif,Negatif
796,i had about two bites and refused to eat anymore,Negatif,Negatif
797,2 thumbs up,Positif,Negatif
798,the service was extremely slow,Negatif,Negatif
799,i loved the grilled pizza reminded me of legit italian pizza,Positif,Negatif
800,after 20 minutes wait i got a table,Negatif,Negatif
801,only pros  large seating area nice bar area great simple drink menu the best brick oven pizza with homemade dough,Positif,Positif
802,no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts,Negatif,Positif
803,they have a really nice atmosphere,Positif,Positif
804,pricing is a bit of a concern at mellow mushroom,Negatif,Positif
805,after one bite i was hooked,Positif,Positif
806,worst thai ever,Negatif,Positif
807,cute quaint simple honest,Positif,Positif
808,highly unprofessional and rude to a loyal patron,Negatif,Positif
809,the chicken was deliciously seasoned and had the perfect fry on the outside and moist chicken on the inside,Positif,Positif
810,spend your money elsewhere,Negatif,Positif
811,the food was great as always compliments to the chef,Positif,Positif
812,the buffet at bellagio was far from what i anticipated,Negatif,Positif
813,special thanks to dylan t for the recommendation on what to order  all yummy for my tummy,Positif,Positif
814,and the drinks are weak people,Negatif,Positif
815,awesome selection of beer,Positif,Positif
816,my order was not correct,Negatif,Positif
817,great food and awesome service,Positif,Positif
818,also i feel like the chips are bought not made in house,Negatif,Positif
819,one nice thing was that they added gratuity on the bill since our party was larger than 6 or 8 and they didnt expect more tip than that,Positif,Positif
820,after the disappointing dinner we went elsewhere for dessert,Negatif,Positif
821,the han nan chicken was also very tasty,Positif,Positif
822,we wont be returning,Negatif,Positif
823,as for the service i thought it was good,Positif,Positif
824,i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off,Negatif,Positif
825,nicest chinese restaurant ive been in a while,Positif,Positif
826,very very sad,Negatif,Positif
827,overall i like there food and the service,Positif,Positif
828,i felt insulted and disrespected how could you talk and judge another human being like that,Negatif,Positif
829,they also now serve indian naan bread with hummus and some spicy pine nut sauce that was out of this world,Positif,Positif
830,how can you call yourself a steakhouse if you cant properly cook a steak i dont understand,Negatif,Positif
831,try them in the airport to experience some tasty food and speedy friendly service,Positif,Positif
832,im not impressed with the concept or the food,Negatif,Positif
833,i love the decor with the chinese calligraphy wall paper,Positif,Positif
834,the only thing i wasnt too crazy about was their guacamole as i dont like it purã©ed,Negatif,Positif
835,never had anything to complain about here,Positif,Positif
836,there is really nothing for me at postinos hope your experience is better,Negatif,Positif
837,the restaurant is very clean and has a family restaurant feel to it,Positif,Positif
838,i got food poisoning here at the buffet,Negatif,Positif
839,there was a warm feeling with the service and i felt like their guest for a special treat,Positif,Positif
840,they brought a fresh batch of fries and i was thinking yay something warm but no,Negatif,Positif
841,an extensive menu provides lots of options for breakfast,Positif,Positif
842,what should have been a hilarious yummy christmas eve dinner to remember was the biggest fail of the entire trip for us,Negatif,Positif
843,i always order from the vegetarian menu during dinner which has a wide array of options to choose from,Positif,Positif
844,needless to say i wont be going back anytime soon,Negatif,Positif
845,wonderful lil tapas and the ambience made me feel all warm and fuzzy inside,Positif,Positif
846,this place is disgusting,Negatif,Positif
847,i got to enjoy the seafood salad with a fabulous vinegrette,Positif,Positif
848,the ri style calamari was a joke,Negatif,Positif
849,the wontons were thin not thick and chewy almost melt in your mouth,Positif,Positif
850,however there was so much garlic in the fondue it was barely edible,Negatif,Positif
851,level 5 spicy was perfect where spice didnt overwhelm the soup,Positif,Positif
852,i could barely stomach the meal but didnt complain because it was a business lunch,Negatif,Positif
853,we were sat right on time and our server from the get go was fantastic,Positif,Positif
854,it was so bad i had lost the heart to finish it,Negatif,Positif
855,when im on this side of town this will definitely be a spot ill hit up again,Positif,Positif
856,it also took her forever to bring us the check when we asked for it,Negatif,Positif
857,this is a great place to eat,Positif,Positif
858,we arent ones to make a scene at restaurants but i just dont get itdefinitely lost the love after this one,Negatif,Positif
859,the jalapeno bacon is soooo good,Positif,Positif
860,disappointing experience,Negatif,Positif
861,food was good service was good prices were good,Positif,Positif
862,the food is about on par with dennys which is to say not good at all,Negatif,Positif
863,im so happy to be here,Positif,Positif
864,if you want to wait for mediocre food and downright terrible service then this is the place for you,Negatif,Positif
865,one of the few places in phoenix that i would definately go back to again ,Positif,Positif
866,waaaaaayyyyyyyyyy over rated is all i am saying,Negatif,Positif
867,the block was amazing,Positif,Positif
868,we wont be going back,Negatif,Positif
869,its close to my house its lowkey nonfancy affordable prices good food,Positif,Positif
870,the place was fairly clean but the food simply wasnt worth it,Negatif,Positif
871, both the hot  sour  the egg flower soups were absolutely 5 stars,Positif,Positif
872,this place lacked style,Negatif,Positif
873,great time  family dinner on a sunday night,Positif,Positif
874,the sangria was about half of a glass wine full and was 12 ridiculous,Negatif,Positif
875,the flair bartenders are absolutely amazing,Positif,Positif
876,dont bother coming here,Negatif,Positif
877,these were so good we ordered them twice,Positif,Positif
878,the meat was pretty dry i had the sliced brisket and pulled pork,Negatif,Positif
879,i had a pretty satifying experience,Positif,Positif
880,the building itself seems pretty neat the bathroom is pretty trippy but i wouldnt eat here again,Negatif,Positif
881,join the club and get awesome offers via email,Positif,Positif
882,it was equally awful,Negatif,Positif
883,perfect for someone me who only likes beer ice cold or in this case even colder,Positif,Positif
884,probably not in a hurry to go back,Negatif,Positif
885,the nachos are a must have,Positif,Positif
886,very slow at seating even with reservation,Negatif,Positif
887,i dont have very many words to say about this place but it does everything pretty well,Positif,Positif
888,not good by any stretch of the imagination,Negatif,Positif
889,the staff is super nice and very quick even with the crazy crowds of the downtown juries lawyers and court staff,Positif,Positif
890,the cashew cream sauce was bland and the vegetables were undercooked,Negatif,Positif
891,great atmosphere friendly and fast service,Positif,Positif
892,the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat,Negatif,Positif
893,when i received my pita it was huge it did have a lot of meat in it so thumbs up there,Positif,Positif
894,it was a bit too sweet not really spicy enough and lacked flavor,Negatif,Positif
895,the classic maine lobster roll was fantastic,Positif,Positif
896,i was very disappointed,Negatif,Positif
897,so good i am going to have to review this place twice  once hereas a tribute to the place and once as a tribute to an event held here last night,Positif,Positif
898,this place is horrible and way overpriced,Negatif,Positif
899,the chips and salsa were really good the salsa was very fresh,Positif,Positif
900,maybe its just their vegetarian fare but ive been twice and i thought it was average at best,Negatif,Positif
901,this place is great,Positif,Positif
902,it wasnt busy at all and now we know why,Negatif,Positif
903,once you get inside youll be impressed with the place,Positif,Negatif
904,the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu,Negatif,Negatif
905,and service was super friendly,Positif,Positif
906,the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits,Negatif,Negatif
907,this place was such a nice surprise,Positif,Positif
908,con spotty service,Negatif,Positif
909,they were goldencrispy and delicious,Positif,Positif
910,the fries were not hot and neither was my burger,Negatif,Negatif
911,i could eat their bruschetta all day it is devine,Positif,Negatif
912,but then they came back cold,Negatif,Positif
913,lastly the mozzarella sticks they were the best thing we ordered,Positif,Negatif
914,then our food came out disappointment ensued,Negatif,Positif
915,the first time i ever came here i had an amazing experience i still tell people how awesome the duck was,Positif,Negatif
916,the real disappointment was our waiter,Negatif,Positif
917,i love this place,Positif,Positif
918,my husband said she was very rude did not even apologize for the bad food or anything,Negatif,Negatif
919,i can say that the desserts were yummy,Positif,Positif
920,the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach,Negatif,Negatif
921,the seasonal fruit was fresh white peach puree,Positif,Negatif
922,insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it,Negatif,Negatif
923,i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes,Positif,Negatif
924,if someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart,Negatif,Negatif
925,the crãªpe was delicate and thin and moist,Positif,Negatif
926,she was quite disappointed although some blame needs to be placed at her door,Negatif,Negatif
927,best service and food ever maria our server was so good and friendly she made our day,Positif,Negatif
928,after all the rave reviews i couldnt wait to eat herewhat a disappointment,Negatif,Negatif
929,they were excellent,Positif,Positif
930,del taco is pretty nasty and should be avoided if possible,Negatif,Negatif
931,just had lunch here and had a great experience,Positif,Positif
932,its not hard to make a decent hamburger,Negatif,Negatif
933,i recently tried caballeros and i have been back every week since,Positif,Negatif
934,but i dont like it,Negatif,Positif
935,the food came out at a good pace,Positif,Positif
936,hell no will i go back,Negatif,Positif
937,i ate there twice on my last visit and especially enjoyed the salmon salad,Positif,Negatif
938,weve have gotten a much better service from the pizza place next door than the services we received from this restaurant,Negatif,Negatif
939,in fact im going to round up to 4 stars just because she was so awesome,Positif,Negatif
940,i dont know what the big deal is about this place but i wont be back yaall,Negatif,Negatif
941,the potatoes were great and so was the biscuit,Positif,Positif
942,i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar,Negatif,Negatif
943,so flavorful and has just the perfect amount of heat,Positif,Negatif
944,the ambiance isnt much better,Negatif,Negatif
945,the price is reasonable and the service is great,Positif,Negatif
946,unfortunately it only set us up for disapppointment with our entrees,Negatif,Negatif
947,went in for happy hour great list of wines,Positif,Negatif
948,the food wasnt good,Negatif,Positif
949,some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot,Positif,Negatif
950,your servers suck wait correction our server heimer sucked,Negatif,Negatif
951,this place is pretty good nice little vibe in the restaurant,Positif,Negatif
952,what happened next was prettyoff putting,Negatif,Negatif
953,talk about great customer service of course we will be back,Positif,Negatif
954,too bad cause i know its family owned i really wanted to like this place,Negatif,Negatif
955,i love their fries and their beans,Positif,Positif
956,overpriced for what you are getting,Negatif,Positif
957,always a pleasure dealing with him,Positif,Positif
958,i vomited in the bathroom mid lunch,Negatif,Negatif
959,they have a plethora of salads and sandwiches and everything ive tried gets my seal of approval,Positif,Negatif
960,i kept looking at the time and it had soon become 35 minutes yet still no food,Negatif,Negatif
961,this place is awesome if you want something light and healthy during the summer,Positif,Negatif
962,i have been to very few places to eat that under no circumstances would i ever return to and this tops the list,Negatif,Negatif
963,for sushi on the strip this is the place to go,Positif,Negatif
964,we started with the tuna sashimi which was brownish in color and obviously wasnt fresh,Negatif,Negatif
965,the service was great even the manager came and helped with our table,Positif,Negatif
966,food was below average,Negatif,Positif
